mw,xlink,hyd,side,tg_like,density
388.10824403520184,5,0.35447081681040105,0.4031125131684404,77.00884835685989,1.4219267444979067
222.2448276772659,2,0.21863589590544724,0.5763521775039749,-27.77219172602584,1.247811950623776
430.0059703561343,5,0.07936252604312716,0.2225473929250015,87.18051814018605,1.3284773642406202
350.1971743843851,4,0.3629693712120824,0.2550490605084787,109.27423898226212,1.4207452671216343
51.61778720438652,3,0.6735660259631454,0.4872737767122355,53.1104570693506,1.1053460852764703
487.93306406019417,5,0.47413748048923104,0.3034573888456447,70.76106264388098,1.6763882245175998
381.7641524852247,3,0.3720792618086019,0.4419438558694398,71.30972368426096,1.5139251952336938
394.10183111209216,4,0.12194984811925047,0.27582567867215524,118.77735273597563,1.3677462288393847
68.41624817439521,1,0.21408358885723172,0.12929708508762028,8.061504574275887,1.0959064592560215
227.94103925830572,5,0.24160306722345276,0.4471223056686065,-22.31438628874058,1.1357619633312404
188.5450219951277,3,0.5471223091947023,0.07869310151082595,38.25842993543465,1.3467530808141464
463.7486694800579,4,0.6198620182220025,0.11915019811878484,40.6524676713904,1.7631180874672399
323.71323443992895,2,0.6360672048181849,0.3760949896705252,-19.75487698965544,1.599536003282168
412.26699856906083,5,0.6899695953629901,0.44836188011524186,54.228601229003715,1.6777931438685605
224.4900284195289,0,0.688538344017946,0.5368127321206889,-47.59879530893993,1.545357909380507
117.48316728346455,0,0.6694494362991878,0.16355189844953502,107.70362841721766,1.3813246974459426
279.5194695728382,3,0.09668439132687484,0.0664345551603326,-5.022372770385523,1.239194537876968
36.589541771566786,4,0.13956579835307337,0.5736279957135775,-43.27476457366739,0.8744696453269833
414.6774301363281,4,0.24790324220942134,0.09265385281328546,-31.597594949274303,1.453569182364085
317.6738775654221,2,0.4093838651418999,0.11860018935278371,-9.157678792460906,1.5008695941721912
380.25343134226006,3,0.11303562765856154,0.17479767213507943,-3.435951336972316,1.3812985952473906
180.49035422428483,3,0.5997680225713926,0.31763481241577246,-44.42230008538613,1.3063178335572099
485.49552207547714,5,0.4508915164002508,0.5296953396204468,-2.5096819270660475,1.620123598084095
447.09495505448785,3,0.40253686149643314,0.4563276136379201,-17.199904796108036,1.6270905435570024
390.2998310515121,2,0.15745236018873923,0.42489453230558105,14.36555766386816,1.4319711910749637
101.34616038672395,5,0.21461605836012826,0.1051083407136022,15.478515350514769,0.9639631521955696
236.02689684488192,0,0.1542028162384677,0.21460957891558455,7.6313159024894475,1.343837265185929
26.682864064678245,5,0.6037565525666191,0.28704295565200677,5.7470602002196784,0.9678848445625032
81.37329857343617,0,0.42974810903979177,0.0884555720913515,-34.74568278398729,1.2379323465150784
343.109231855015,1,0.5278341278877616,0.1640578212760035,-45.71515898855243,1.649137381987168
373.6572671743695,4,0.24242136089151672,0.18499992237170654,-15.640568973400683,1.3907624628851072
483.91731755493396,4,0.2913142141073801,0.07636571899742355,78.63040266082461,1.5989476460332006
166.2835522783852,5,0.3131557268772469,0.33014381514495456,118.43766014369075,1.101394077447779
188.37755448726008,4,0.5440097316336227,0.42301691791451573,107.84944975974594,1.252491338530426
237.43012658152492,3,0.5520294419884693,0.04195897888611672,35.71729044142067,1.4122093348232732
98.78832274672142,2,0.18442879288412062,0.28867386105788984,40.41005548224882,1.0754490755328017
69.31114514105846,0,0.6620002568797643,0.469326717160677,3.478866736093238,1.2807359132267575
