dopant_code,dopant_frac,li_excess,sinter_temp,grain_size,sigma_ion
0,0.1943512095602944,0.09550117472554656,921.7220872890543,9.455305042225852,0.9516324600347043
2,0.24295660651524184,0.15228651263680154,1060.39171453778,2.199226243373549,1.0898809436941348
1,0.12518529655058558,0.1806655743928106,945.1605200137146,19.406294105870376,1.0007069490833513
1,0.035974375637812694,0.14413918934367032,953.3143485551515,6.902429516540573,0.8096105856660023
1,0.003484071927050386,0.19264224470987593,1121.2989845605734,4.597906341784222,1.0216010011256116
2,0.057414007499713815,0.15640103414763545,1037.5245870495817,6.43489873496751,0.9763575014040144
0,0.03295555444663026,0.17336028765238531,1222.6483575542484,19.3230907029381,1.0844776405755707
2,0.16941466840321437,0.022820814236727438,1011.7047731128246,2.791435016272133,0.9007821138573069
0,0.03045812615713278,0.14648270059875754,1154.1630449343654,17.478757769522446,1.048965833437236
0,0.12658248290515825,0.08801773990547374,1061.3848005542177,14.449033993627507,0.953431612858874
1,0.17356560891072162,0.11062076048225505,1130.9829553952477,16.770364404021535,1.2936543870252994
2,0.1452791523052256,0.13082048189647136,1109.8933748505967,19.54205326699003,1.159839909036949
2,0.049943912915014405,0.1939630233411139,1065.4743904656493,17.000938454820567,1.2151009765830103
2,0.20103113154556568,0.19691561628632492,1232.5213831185529,18.924264674279204,1.3596403139195288
2,0.17885178240395042,0.057645649097581055,1019.9497749642345,3.4117698790274757,1.0135230309287924
2,0.18474600097888544,0.14675069948758324,962.0324254372454,16.119982738172432,0.9617884315461701
1,0.03276443788932831,0.14999670758705372,1137.3329213079398,11.367838187539908,1.216417549053358
0,0.030938450912586152,0.06929857226260976,1196.102646457768,11.326416306517352,1.090579485250788
2,0.2318906377516269,0.024773954972844205,914.0888089789734,18.079509950089758,0.8862659479702268
1,0.09939454845623516,0.008189392057143951,1057.3714409479383,19.464272554287515,0.9483932813867292
1,0.07523717294523494,0.15546862550583573,1212.3706913905642,14.391928137820438,1.2779864088321924
1,0.12214601133788333,0.09793994836338119,1162.3665166230037,10.175829399963895,1.1695685229685135
0,0.1657160531908956,0.19710803389898524,1247.13270077417,9.671673300135062,1.350393695283886
2,0.23890581426174248,0.09299469123873061,1085.9948340590354,8.340487687240454,1.211385010972116
2,0.07161155672051375,0.19558339581476805,1130.998501580403,7.87038156188059,1.1642720863127491
1,0.23120210732800678,0.08231520043881198,1005.8680983982748,8.438629992004197,0.9506749262110655
1,0.006214872846564079,0.15873643011199454,1231.6374598830973,2.70531146977271,1.0994130444825914
2,0.13879951058170617,0.016963854462366413,1028.2174209947877,2.471285619948326,0.981776103407771
1,0.15849377792027128,0.11109234202755279,1158.47874944032,15.817527033573922,1.3310479373061415
1,0.026474350937688323,0.16041195739714487,1041.0990714416787,9.475384965484297,1.0584648901217069
1,0.03508489926597816,0.18494033344397776,1096.6366255220498,18.68300528234779,1.034603070857528
0,0.10477857982907596,0.16451661812348634,1151.923887257541,12.632199163285097,1.1561809053514223
0,0.24155797803579543,0.0073941454402348455,1078.126953112974,1.6683436615039753,1.0134324828024202
1,0.1490106383085932,0.07454046826134685,1217.480214418328,3.99294348503211,1.1729602149300609
2,0.2332558054000528,0.009739694462770255,1046.7553457747335,4.910576067247144,1.0261959539712804
0,0.20109022890324268,0.0218564582229116,1126.4751293501638,19.53898446340355,1.1005466329823261
2,0.11684540038882288,0.13506112573349682,1019.8268516550189,5.155380296881063,1.0160958680171839
2,0.19619086231304686,0.14265163926233965,1042.8548338808546,10.799357849472974,1.0467017641741172
0,0.004459195994246934,0.15474413655032526,1054.0175378817435,18.787361701163725,0.8878195174728148
1,0.027285999191433735,0.1730913096111326,944.0324564092998,19.56666186837279,0.864927095792783
0,0.20735715372068408,0.14788629369530198,932.1032876706523,5.490848272287347,0.8705163038942111
2,0.19920427208129043,0.16017431842132643,1133.6214731013652,1.9332352312507624,1.1905092316060812
2,0.058160185491608424,0.009792741964655849,1129.4312084200683,3.9184348182174116,0.9740772801307314
1,0.13269239764976337,0.04690703008825972,1132.0183999735334,2.203241095348604,1.1200976746154487
0,0.15150395517500273,0.12437955467504916,906.9182558699421,4.707360580754392,0.8108822621065442
2,0.2169347384440028,0.17162506092496466,1014.291394935123,11.802824579370974,1.1056250713567224
1,0.15077678933468142,0.0009000249879318246,969.2334465407189,18.336527129617195,0.8999276765152024
2,0.10314289231842008,0.10292586842326996,1172.3529978904044,11.20715879019246,1.2087895070307404
2,0.09354601085179567,0.13545747987287945,1201.2206404886456,12.893801577282535,1.1490920321675706
2,0.10647052159337747,0.005921457825722643,986.3381320291516,4.8354777805812805,0.8843606776556122
2,0.16298275639499354,0.08027111151067759,1133.7472055967953,16.211088792803153,1.2054257762726142
0,0.21687265793808122,0.17912697627673937,945.2769812103961,12.737989261606081,0.939644373865869
1,0.11347422051907494,0.13432256177117174,996.3033839605996,17.418599754661773,1.0938823784604372
1,0.06195989073783953,0.04753167267211947,948.5290736816968,19.0280190331099,0.7551015154186328
1,0.059165590749395286,0.17055622592638253,999.2322683097302,7.610114739375254,0.8858511036119027
0,0.1865035700608616,0.06960628468190287,1136.1577915722473,2.7210021121733474,1.1000081754370845
1,0.2041421908559776,0.1706689342288119,1218.6144185648384,5.292650200418867,1.3496472700137296
0,0.02631951996353124,0.05978873022378111,970.8828427734651,9.318989747840908,0.7414238000931035
2,0.01663971423879454,0.1180640501766298,1089.7276622327518,18.968179384664992,1.0068547216723902
2,0.14860841593911295,0.07938801354956682,1145.4868854352012,8.18788662509489,1.2222644956331394
2,0.03654331104817457,0.054965010151013405,1233.522863969948,15.64469105964203,1.1973477736774762
2,0.20616604761408533,0.17731151243437385,1113.521169010511,11.269057151244345,1.2718904393454347
1,0.07758366848101861,0.037518736387898266,989.2874258595832,4.473366638188555,0.8742939314499605
2,0.03596798324278566,0.01696231824715262,1118.9173549198777,7.093948260115581,0.872816223697715
1,0.23024261812186256,0.06838538770913208,1012.1719065873057,13.410645815433554,1.121260715619992
0,0.04138293068381954,0.14352782952831353,1241.6449367420978,13.784214499012975,1.2035800750034344
2,0.07118002058448389,0.16148632119525635,1039.8866473072728,9.260435189371877,1.0717975848041377
1,0.03840334879801466,0.19974867401335297,1139.899702266355,5.344266450580179,1.093906569876462
0,0.028872515916338742,0.05927241140223299,908.1296538213654,14.716228810740851,0.676903781214742
1,0.0052870040841100086,0.08158839022625644,1040.0215061471645,4.20858779064158,0.9448051800545594
2,0.013848852291065028,0.02736425560592526,1206.287664662879,18.796724145437405,1.150653794851859
0,0.043660367733963173,0.11497438592460672,1113.579605551636,4.570168001693057,0.9327955731862273
1,0.013345483156793847,0.19951600745258347,1055.3800102385917,3.0389348938178884,0.9747473814990919
0,0.1477859540277428,0.1401762020241317,1227.5781248025041,10.455306344942198,1.2692201624094837
